3.987239,-10.897149,-0.000000,0.535022,-0.016403,0.001396,1.029715,-5.531316,0.000048,0.534432
3.987239,-10.897149,-0.000000,0.535022,0.012439,0.003735,1.029712,-5.531316,0.000050,0.534432
3.987239,-10.897149,-0.000000,0.535022,-0.020448,-0.009962,1.029714,-5.531315,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,0.013519,0.007792,1.029714,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,-0.011943,-0.007742,1.029713,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,0.016825,0.007970,1.029715,-5.531315,0.000048,0.534432
3.987239,-10.897149,-0.000000,0.535022,-0.014815,-0.004920,1.029713,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,0.000075,0.000758,1.029714,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,0.006367,0.003485,1.029713,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,-0.000931,0.000749,1.029714,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,0.006669,0.004225,1.029713,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,-0.010262,-0.000778,1.029714,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,-0.002256,0.000279,1.029714,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,-0.002750,0.000632,1.029714,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,0.000606,0.000351,1.029714,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,0.006240,0.003563,1.029713,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,-0.009929,-0.005972,1.029715,-5.531315,0.000048,0.534432
3.987239,-10.897149,-0.000000,0.535022,0.012758,0.009711,1.029714,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,-0.016121,-0.001716,1.029713,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,0.002390,0.006088,1.029714,-5.531316,0.000049,0.534432
3.987239,-10.897149,-0.000000,0.535022,-0.003872,0.000436,1.029714,-5.531316,0.000049,0.534432
4.556851,-9.194468,0.186060,0.556170,-0.003118,0.001716,1.179343,-4.666102,0.185634,0.555575
4.556851,-9.194468,0.186060,0.556170,-0.002697,0.000485,1.179342,-4.666102,0.185634,0.555575
4.556851,-9.194468,0.186060,0.556170,0.000216,0.004938,1.179343,-4.666102,0.185634,0.555575
4.556851,-9.194468,0.186060,0.556170,0.001528,0.005143,1.179343,-4.666102,0.185634,0.555575
4.556851,-9.194468,0.186060,0.556170,-0.000810,0.002539,1.179343,-4.666102,0.185634,0.555575
