4.746766,-5.108042,0.087456,0.000000,-0.000095,0.004477,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,0.000557,0.001276,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.000712,0.004451,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.000608,0.000994,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,0.000008,-0.000147,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.000248,0.001966,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.002177,0.003541,1.227051,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.000118,-0.000156,1.227050,-2.595067,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,0.001223,0.009626,1.227050,-2.595067,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.000787,-0.001928,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,0.000317,0.000230,1.227050,-2.595067,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.000055,0.000163,1.227051,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.001260,-0.001479,1.227051,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,0.000560,0.005075,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,0.000147,-0.001780,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.000237,-0.005167,1.227050,-2.595067,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,0.002893,0.006676,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.007569,-0.003837,1.227051,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.000015,-0.001170,1.227051,-2.595067,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.000081,-0.000045,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.001256,-0.004371,1.227050,-2.595067,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,0.000037,-0.000678,1.227050,-2.595068,0.087287,-0.000044
4.746766,-5.108042,0.087456,0.000000,-0.000095,0.000399,1.227050,-2.595068,0.087287,-0.000044
