0 0
0.08 0.023508
0.169 0.043014
0.254 0.054631
0.338 0.126228
0.418 0.18792
0.499 0.227777
0.58 0.251897
0.66 0.264551
0.742 0.270218
0.823 0.269622
0.903 0.265186
0.992 0.256009
1.072 0.244792
1.154 0.236974
1.242 0.150074
1.359 0.079654
1.44 0.041534
1.521 0.013185
1.624 -0.010844
1.755 -0.030877
2.738 0.105939
3.905 0.125863
4.811 0.024211
5.554 -0.051016
6.595 0.030327
7.289 -0.011181
7.884 -0.05964
8.084 -0.064455
8.574 -0.068163
8.807 -0.068624
9.215 -0.068976
9.355 -0.069045
10.221 -0.069116
10.663 -0.069117
11.504 -0.018345
11.912 -0.00554700000000001
12.041 -0.003804
12.98 -0.06685
13.27 -0.068074
13.36 -0.068345
13.917 -0.068957
14.624 -0.069027
15.516 -0.069148
16.191 -0.069123
17.07 -0.069142
17.991 -0.069146
18.569 -0.069096
19.633 -0.069201
19.851 -0.069563
20.592 -0.063727
21.063 -0.064294
21.322 0.032286
22.322 -0.086953
22.589 -0.105026
23.338 -0.110902
23.419 -0.118497
23.499 -0.118497
23.615 -0.215181
23.696 -0.225727
23.802 -0.225727
23.894 -0.225727
23.975 -0.218208
24.099 0.104972
24.276 0.295409
24.4 0.327152
24.818 0.358211
25.052 0.327674
25.134 0.324052
25.784 0.175459
26.43 0.211137
26.74 0.21509
27.545 0.140607
27.731 0.044159
27.814 0.031957
28.216 0.535163
28.324 0.655997
28.473 0.807331
28.669 0.849765
28.855 0.838332
29.056 0.829288
29.197 0.787225
29.703 0.751472
29.822 0.755411
29.928 0.740708
30.015 0.768723
30.123 1.049828
30.214 1.177918
30.297 1.177918
30.377 1.177918
30.498 1.219313
30.581 1.226565
30.721 1.227749
30.802 1.227749
30.914 1.231973
30.995 1.232831
31.076 1.232831
31.158 1.232831
31.239 1.232831
31.32 1.232831
31.428 1.232831
31.545 0.775817
31.626 0.77612
31.707 0.77612
31.788 0.77612
31.868 0.77612
31.949 0.77612
32.029 0.77612
32.114 0.77612
32.195 0.77612
32.276 0.77612
32.357 0.77612
32.437 0.77612
32.54 1.054441
32.623 1.049017
32.703 1.049017
32.785 1.049017
32.877 1.016516
33.015 1.007094
33.241 0.994444
