-0.759482,1.347267,0.000000,0.000000,-0.001058,0.000367,-0.001909,0.001875
-0.759482,1.347267,0.000000,0.000000,0.000799,0.002051,-0.001210,0.002073
-0.759482,1.347267,0.000000,0.000000,0.003003,-0.000310,0.004857,0.000259
-0.759482,1.347267,0.000000,0.000000,0.000262,-0.001925,-0.000099,-0.000543
-0.759482,1.347267,0.000000,0.000000,0.000019,-0.000028,-0.003633,-0.002960
-0.759482,1.347267,0.000000,0.000000,0.000063,0.000077,-0.002004,-0.000251
-0.759482,1.347267,0.000000,0.000000,0.002313,0.002892,0.003621,0.004285
-0.759482,1.347267,0.000000,0.000000,0.004761,0.003691,0.002847,0.001487
-0.759482,1.347267,0.000000,0.000000,-0.006663,-0.000235,-0.001293,-0.000508
-0.759482,1.347267,0.000000,0.000000,-0.000637,-0.000458,-0.003466,-0.002357
-0.759482,1.347267,0.000000,0.000000,0.002834,-0.001689,0.001366,-0.001167
-0.759482,1.347267,0.000000,0.000000,0.005741,0.000002,0.001858,-0.000074
-0.759482,1.347267,0.000000,0.000000,0.001164,-0.000331,0.000576,-0.000385
-0.759482,1.347267,0.000000,0.000000,-0.000117,0.000002,-0.003149,0.001892
-0.759482,1.347267,0.000000,0.000000,0.000589,-0.000299,-0.001698,0.003311
-0.759482,1.347267,0.000000,0.000000,0.000473,0.000000,0.003571,0.000536
-0.759482,1.347267,0.000000,0.000000,-0.000549,0.000292,0.002581,-0.001403
-0.759482,1.347267,0.000000,0.000000,-0.006563,-0.002990,-0.003462,-0.001173
-0.759482,1.347267,0.000000,0.000000,-0.000212,0.001043,-0.000839,0.000608
-0.759482,1.347267,0.000000,0.000000,0.001060,0.000226,0.000781,-0.000012
-0.759482,1.347267,0.000000,0.000000,0.004437,0.003021,0.004372,0.003592
-0.759482,1.347267,0.000000,0.000000,-0.011365,-0.004603,-0.000504,0.000107
-0.759482,1.347267,0.000000,0.000000,-0.000912,0.000266,-0.002698,-0.001856
-0.759482,1.347267,0.000000,0.000000,-0.001125,0.000439,0.000440,-0.000653
-0.759482,1.347267,0.000000,0.000000,0.003166,-0.000683,0.002100,-0.001473
-0.759482,1.347267,0.000000,0.000000,-0.000262,-0.000881,0.000893,0.002221
-0.759482,1.347267,0.000000,0.000000,-0.004018,-0.001900,-0.002338,-0.000699
-0.759482,1.347267,0.000000,0.000000,-0.000683,0.000996,-0.001609,0.001610
-0.759482,1.347267,0.000000,0.000000,0.003716,-0.000495,0.002675,-0.000523
-0.759482,1.347267,0.000000,0.000000,0.000645,-0.000021,0.002802,0.000081
-0.759482,1.347267,0.000000,0.000000,-0.006430,-0.003439,-0.002050,-0.000824
-0.759482,1.347267,0.000000,0.000000,0.000258,0.000010,-0.002706,-0.000278
-0.759482,1.347267,0.000000,0.000000,0.000453,0.000768,-0.000538,0.000229
-0.759482,1.347267,0.000000,0.000000,0.003148,0.007531,0.008207,0.002662
-0.759482,1.347267,0.000000,0.000000,-0.000411,-0.001418,-0.000628,-0.001970
-0.759482,1.347267,0.000000,0.000000,-0.000165,-0.000063,-0.000642,-0.000194
-0.759482,1.347267,0.000000,0.000000,0.000093,0.000033,-0.003266,-0.002819
-0.759482,1.347267,0.000000,0.000000,0.002505,0.001215,0.002341,-0.000762
-0.759482,1.347267,0.000000,0.000000,0.000117,0.000597,0.003581,0.000100
-0.759482,1.347267,0.000000,0.000000,-0.011761,-0.001827,-0.000553,0.000586
-0.759482,1.347267,0.000000,0.000000,-0.000509,0.001325,-0.001357,0.002800
-0.759482,1.347267,0.000000,0.000000,0.003414,0.001507,0.001586,0.000699
-0.759482,1.347267,0.000000,0.000000,-0.000518,-0.000374,0.002285,-0.000963
-0.759482,1.347267,0.000000,0.000000,-0.000739,-0.001054,0.000110,-0.000388
-0.759482,1.347267,0.000000,0.000000,-0.004530,-0.003334,-0.001521,-0.000357
-0.759482,1.347267,0.000000,0.000000,-0.000228,-0.000343,0.000202,-0.002970
-0.759482,1.347267,0.000000,0.000000,-0.000051,0.000984,-0.000096,0.000573
-0.759482,1.347267,0.000000,0.000000,0.003080,0.013390,0.003080,0.013390
-0.759482,1.347267,0.000000,0.000000,-0.000394,-0.000028,0.000636,0.000961
-0.759482,1.684084,-0.000000,0.046300,0.001385,-0.003329,0.000506,-0.007992
-0.759482,1.684084,-0.000000,0.046300,-0.004443,-0.052720,0.003304,-0.047604
-0.759482,1.684084,-0.000000,0.046300,-0.001169,0.012766,-0.017515,-0.003124
-0.759482,1.684084,-0.000000,0.046300,0.020054,0.052252,0.022907,0.043413
-0.759482,1.684084,-0.000000,0.046300,0.002582,0.005478,0.013141,0.034302
-0.759482,1.684084,-0.000000,0.046300,-0.019623,-0.017081,-0.018662,-0.016246
-0.759482,1.684084,-0.000000,0.046300,-0.027104,-0.036275,-0.029791,-0.037683
-0.759482,1.684084,-0.000000,0.046300,-0.001018,-0.052050,-0.012417,-0.048174
-0.759482,1.684084,-0.000000,0.046300,0.017766,0.001955,0.022083,-0.005179
-0.759482,1.684084,-0.000000,0.046300,0.000365,0.023696,0.011922,0.023195
-0.759482,1.684084,-0.000000,0.046300,-0.029900,0.030650,-0.019446,0.029165
-0.759482,1.684084,-0.000000,0.046300,-0.044157,0.007951,-0.053676,0.027016
-0.759482,1.684084,-0.000000,0.046300,0.021925,-0.015200,0.006190,-0.005608
-0.759482,1.684084,-0.000000,0.046300,0.039367,-0.032375,0.037823,-0.033713
-0.759482,1.684084,-0.000000,0.046300,-0.005784,-0.043329,0.236628,-0.069528
-0.759482,1.684084,-0.000000,0.046300,0.060888,-0.059197,0.051608,-0.053107
-0.759482,1.684084,-0.000000,0.046300,0.149326,-0.126896,0.165719,0.010205
-0.759482,1.684084,-0.000000,0.046300,-0.152436,0.104871,-0.082451,0.058204
-0.759482,1.684084,-0.000000,0.046300,-0.144921,-0.025316,-0.150413,-0.025439
-0.759482,1.684084,-0.000000,0.046300,-0.130544,-0.128257,0.013268,0.005007
-0.759482,2.020901,-0.000000,0.087456,-0.172246,-0.000476,-0.022627,0.013858
-0.759482,2.020901,-0.000000,0.087456,-0.247229,0.027080,0.012854,0.036990
-0.759482,2.020901,-0.000000,0.087456,-0.294573,0.014440,-0.006153,0.039175
-0.759482,2.020901,-0.000000,0.087456,0.195487,0.057444,0.198188,0.046568
-0.759482,2.020901,-0.000000,0.087456,0.233847,-0.002637,0.128318,-0.033227
-0.759482,2.020901,-0.000000,0.087456,-0.080104,-0.074853,-0.105381,0.013213
-0.759482,2.020901,-0.000000,0.087456,-0.132256,-0.028441,-0.082519,0.064158
-0.759482,2.020901,-0.000000,0.087456,0.267740,0.100457,0.228319,0.024100
-0.759482,2.020901,-0.000000,0.087456,-0.079224,-0.027526,0.070545,-0.057349
-0.759482,2.020901,-0.000000,0.087456,0.077476,0.001633,0.045395,0.012866
-0.759482,2.020901,-0.000000,0.087456,0.012822,0.221627,-0.160930,0.078743
-0.759482,2.020901,-0.000000,0.087456,-0.009090,0.043232,-0.199442,0.007441
-0.759482,2.020901,-0.000000,0.087456,0.161176,-0.158291,0.137059,-0.139723
-0.759482,2.020901,-0.000000,0.087456,0.260869,-0.072202,0.024370,-0.073803
-0.759482,2.020901,-0.000000,0.087456,0.413491,0.051698,0.359557,-0.042175
-0.759482,2.020901,-0.000000,0.087456,-0.269818,0.014357,-0.237734,0.013131
-0.759482,2.020901,-0.000000,0.087456,-0.085976,0.032795,0.048004,-0.015451
-0.759482,2.020901,-0.000000,0.087456,0.164197,-0.097968,0.195911,-0.019041
-0.759482,2.020901,-0.000000,0.087456,-0.577539,0.085014,-0.595020,0.026872
-0.759482,2.020901,-0.000000,0.087456,-0.110127,-0.088343,-0.113552,-0.090130
-0.759482,2.020901,-0.000000,0.087456,-0.361555,0.106863,-0.337831,0.062273
-0.379741,2.020901,0.010289,0.000000,0.035188,0.080650,0.266596,-0.004349
