-0.021310,-0.011879,0.041183
-0.019216,-0.011879,0.041183
-0.034195,0.011706,0.005252
-0.030624,0.010736,0.005234
-0.027059,0.009750,0.005218
-0.023501,0.008746,0.005198
-0.019952,0.007719,0.005177
-0.019952,0.007719,0.005177
-0.016410,0.006665,0.005156
-0.012882,0.005575,0.005131
0.044898,-0.009163,-0.127155
0.045812,-0.008958,-0.127162
0.046722,-0.008772,-0.127167
0.047630,-0.008604,-0.127174
0.047630,-0.008604,-0.127174
0.048534,-0.008452,-0.127182
0.049436,-0.008315,-0.127188
0.050336,-0.008191,-0.127194
0.054603,-0.045677,-0.085900
0.055245,-0.044295,-0.085905
0.055855,-0.042953,-0.085910
0.055855,-0.042953,-0.085915
0.056436,-0.041648,-0.085915
0.056987,-0.040383,-0.085921
0.057512,-0.039155,-0.085927
0.001889,0.026057,-0.053012
0.003009,0.023637,-0.053023
0.003998,0.021233,-0.053029
0.003998,0.021233,-0.053033
0.004843,0.018849,-0.053033
0.005533,0.016503,-0.053040
0.006055,0.014206,-0.053048
0.006398,0.011984,-0.053051
-0.026406,0.038760,-0.000396
-0.024512,0.036793,-0.000416
-0.024512,0.036793,-0.000416
-0.022637,0.034810,-0.000436
-0.020782,0.032812,-0.000454
-0.018952,0.030801,-0.000475
-0.017147,0.028773,-0.000497
-0.015369,0.026728,-0.000517
0.005475,-0.015318,-0.032828
0.005475,-0.015318,-0.032817
0.004760,-0.013074,-0.032817
0.004031,-0.010833,-0.032807
0.003287,-0.008599,-0.032796
0.002522,-0.006373,-0.032787
0.001731,-0.004155,-0.032777
0.034224,-0.038875,-0.041741
0.032602,-0.037084,-0.041724
0.032602,-0.037084,-0.041724
0.030981,-0.035293,-0.041707
0.029361,-0.033501,-0.041693
0.027742,-0.031706,-0.041679
0.026123,-0.029908,-0.041667
0.024506,-0.028111,-0.041653
-0.006798,0.011709,-0.036873
-0.005757,0.009638,-0.036881
-0.005757,0.009638,-0.036881
-0.004692,0.007583,-0.036892
-0.003595,0.005545,-0.036900
-0.002458,0.003534,-0.036912
-0.001259,0.001563,-0.036923
0.000062,-0.000314,-0.036937
-0.018118,0.051954,-0.008810
-0.018118,0.051954,-0.008810
-0.017727,0.049756,-0.008817
-0.017321,0.047564,-0.008823
-0.016899,0.045380,-0.008832
-0.016461,0.043202,-0.008841
-0.016006,0.041031,-0.008848
-0.000281,0.009465,-0.059116
-0.001577,0.007207,-0.059112
-0.001577,0.007207,-0.059112
-0.002440,0.004990,-0.059111
-0.002760,0.002941,-0.059114
-0.002474,0.001288,-0.059122
-0.001659,0.000299,-0.059132
-0.000587,0.000097,-0.059143
0.019533,-0.065098,-0.038760
0.019533,-0.065098,-0.038760
0.016966,-0.062638,-0.038731
0.014461,-0.060162,-0.038703
0.012024,-0.057671,-0.038675
0.009658,-0.055162,-0.038653
0.007367,-0.052637,-0.038631
0.005158,-0.050099,-0.038607
0.041445,-0.076628,-0.066717
0.041445,-0.076628,-0.066717
0.038855,-0.074409,-0.066695
0.036295,-0.072173,-0.066677
0.033768,-0.069920,-0.066659
0.031276,-0.067653,-0.066643
0.028822,-0.065369,-0.066627
0.025771,-0.038163,-0.045662
0.025771,-0.036071,-0.045649
0.023352,-0.036071,-0.045649
0.020972,-0.033951,-0.045639
0.018634,-0.031804,-0.045628
0.016346,-0.029631,-0.045620
0.014110,-0.027425,-0.045611
0.011937,-0.025189,-0.045602
-0.001430,0.006621,-0.033630
-0.001430,0.006621,-0.033630
-0.001449,0.004344,-0.033626
-0.001216,0.002138,-0.033628
-0.000555,0.000122,-0.033629
0.001269,-0.000321,-0.033638
-0.001593,0.000345,-0.033625
0.000231,-0.000088,-0.033634
-0.001074,0.011927,-0.024652
-0.001074,0.011927,-0.024652
-0.001129,0.009582,-0.024651
-0.001116,0.007244,-0.024653
-0.001015,0.004919,-0.024655
-0.000790,0.002613,-0.024656
-0.000344,0.000367,-0.024662
0.003388,-0.008746,-0.033636
0.003388,-0.008746,-0.033636
0.002363,-0.006474,-0.033626
0.001381,-0.004183,-0.033622
0.000469,-0.001866,-0.033618
-0.000275,0.000495,-0.033615
0.000732,-0.001582,-0.033618
-0.000437,0.000631,-0.033615
0.004484,-0.005310,-0.044381
