# Data format: "%float(LinearAccelX),%float(LinearAccelY),%float(LinearAccelZ)"
-0.07374,-0.00998,0.00324
-0.08971,-0.01311,0.00389
-0.12052,-0.00302,0.05461
-0.13893,0.02294,0.05780
-0.14046,-0.00961,0.06567
-0.15174,-0.00693,0.07046
-0.14894,-0.04168,0.05756
-0.15163,-0.05613,0.05250
-0.14318,-0.00364,0.06631
-0.12729,-0.04924,0.02998
-0.13779,-0.07315,0.03741
-0.11797,-0.08454,0.02776
-0.12077,-0.07586,0.02685
-0.13453,-0.07368,0.04016
-0.12851,-0.05864,0.03644
-0.12550,-0.04458,0.05935
-0.17117,-0.03561,0.05115
-0.18118,-0.05564,0.04637
-0.19665,-0.04681,0.06006
-0.18862,0.01236,0.03815
-0.20255,0.01438,0.06079
-0.24055,0.00865,0.04646
-0.22586,-0.00624,0.05687
-0.21898,0.01895,0.09087
-0.20990,0.01906,0.08440
-0.24856,0.05642,0.09279
-0.21165,0.02451,0.08521
-0.19582,0.05695,0.07576
-0.19295,0.05668,0.07752
-0.18432,0.02808,0.05409
-0.15507,-0.02959,0.05140
-0.16605,-0.00428,0.00743
-0.14672,-0.03111,0.03648
-0.16256,-0.01387,0.06148
-0.17526,0.00163,0.03224
-0.16377,-0.02507,0.05576
-0.18771,0.01550,0.06562
-0.16751,-0.02544,0.07942
-0.17249,-0.03319,0.06515
-0.17119,-0.01810,0.07185
-0.18333,-0.07305,0.06041
-0.17448,-0.03422,0.05630
-0.19976,-0.03842,0.04106
-0.17681,-0.04444,0.06451
-0.17575,-0.02296,0.05758
-0.19243,0.00072,0.07851
-0.21439,-0.01267,0.07725
-0.20490,-0.00938,0.07107
-0.23408,0.00581,0.10597
-0.23407,0.01773,0.09903
-0.22876,0.02063,0.09551
-0.22714,0.05276,0.10219
-0.23289,0.02685,0.08756
-0.25931,0.02496,0.08313
-0.24969,0.01297,0.08750
-0.24247,0.02161,0.08726
-0.22813,0.01517,0.09935
-0.23320,0.03315,0.08994
-0.22832,-0.02971,0.09906
-0.22207,-0.01459,0.10344
-0.22847,-0.03584,0.12057
-0.22445,-0.08456,0.07942
-0.23952,-0.06102,0.09032
-0.24384,-0.05258,0.09748
-0.24845,-0.07626,0.09654
-0.20770,-0.07161,0.06679
-0.18380,-0.06019,0.07771
-0.17159,-0.08751,0.06621
-0.16704,-0.06597,0.05494
-0.13943,-0.08015,0.03833
-0.15139,-0.07855,0.05564
-0.13323,-0.05308,0.00916
-0.11395,-0.04771,0.04923
-0.11689,-0.06088,0.07383
-0.12856,-0.02878,0.08505
-0.13975,0.00808,0.06572
-0.13672,-0.01168,0.06583
-0.17849,0.00548,0.05667
-0.14448,0.02538,0.05445
-0.13629,0.02114,0.02540
-0.09613,0.01973,0.03211
-0.08380,0.03662,0.04579
-0.05668,0.02388,0.01545
-0.07064,0.06018,-0.02596
-0.02807,0.04013,-0.02848
-0.05052,0.07040,-0.01411
-0.05812,0.07604,-0.06070
-0.05422,0.04995,-0.04030
-0.06961,0.07222,-0.06417
-0.09011,0.06753,-0.03808
-0.05284,0.04342,-0.00288
-0.05729,0.07669,-0.01155
-0.04499,-0.00354,0.00622
-0.03945,-0.00349,0.00816
-0.05973,-0.03670,-0.02753
-0.05429,-0.02614,-0.05603
-0.02339,-0.10185,-0.05376
-0.01760,-0.07582,-0.05516
0.01470,-0.07762,-0.05023
-0.00961,-0.04859,-0.02984
0.01377,-0.05257,-0.04007
0.00796,-0.06951,-0.04743
0.04633,-0.04473,-0.02035
0.03081,-0.04923,-0.05496
0.03630,-0.06514,-0.06220
0.03530,-0.06579,-0.08530
0.07106,-0.09111,-0.10835
0.11465,-0.04740,-0.09063
0.10248,-0.01177,-0.08120
0.09468,-0.02103,-0.06004
0.09724,0.00440,-0.08071
0.06207,0.02936,-0.07897
0.06068,0.03432,-0.05404
0.09652,0.03369,-0.05180
0.10691,0.04431,-0.04367
0.10651,0.00686,-0.07274
0.07718,-0.02361,-0.08034
0.10335,-0.01561,-0.10902
0.14005,-0.00239,-0.16471
0.10765,0.00793,-0.10327
0.15319,0.03285,-0.13287
0.16419,0.04074,-0.11494
0.14147,0.02529,-0.10172
0.15575,0.03222,-0.08876
0.13591,0.00579,-0.09803
0.14332,0.01162,-0.07689
0.15271,-0.02062,-0.08054
0.13054,-0.07310,-0.08284
0.11689,-0.10575,-0.07521
0.11903,-0.15559,-0.10317
0.13666,-0.15819,-0.08585
0.17296,-0.16574,-0.08776
0.16736,-0.17565,-0.12622
0.18966,-0.19426,-0.16254
0.19567,-0.19864,-0.16360
0.21876,-0.16817,-0.17342
0.26863,-0.14650,-0.18757
0.27346,-0.12035,-0.18705
0.23660,-0.14682,-0.20176
0.25303,-0.11966,-0.19129
0.24277,-0.07674,-0.17417
0.25913,-0.03264,-0.18414
0.25207,-0.03109,-0.18177
0.24759,-0.03986,-0.15498
0.24521,-0.02930,-0.18671
0.23327,0.03110,-0.20536
0.23965,0.02139,-0.19461
0.28005,0.08472,-0.20576
0.25882,0.10021,-0.20676
0.25608,0.10788,-0.23074
0.25068,0.07555,-0.19153
0.26955,0.09879,-0.19332
0.26683,0.12151,-0.17328
0.22281,0.07564,-0.17473
0.19858,0.06224,-0.17323
0.23715,0.04058,-0.17162
0.22714,0.00407,-0.16653
0.20544,0.02953,-0.15731
0.21805,-0.00438,-0.18820
0.21744,-0.01793,-0.17392
0.20197,0.00380,-0.15820
0.20147,-0.01497,-0.17939
0.21574,-0.03634,-0.16542
0.19943,-0.03234,-0.15779
0.17884,-0.06102,-0.15956
0.19107,-0.09747,-0.14441
0.18970,-0.08486,-0.14246
0.17908,-0.07102,-0.15256
0.18899,-0.09830,-0.13923
0.15059,-0.07467,-0.12615
0.14330,-0.06722,-0.12165
0.15604,-0.07138,-0.12800
0.13435,-0.08913,-0.11783
0.14253,-0.06280,-0.10177
0.14523,-0.07789,-0.10834
0.12551,-0.05807,-0.12701
0.13315,-0.04656,-0.11519
0.13803,-0.04658,-0.10574
0.12760,-0.01000,-0.10879
0.09958,0.01009,-0.12467
0.11767,0.04103,-0.10746
0.13416,0.04827,-0.11492
0.09117,0.04372,-0.09274
0.10444,0.03641,-0.11265
0.08831,0.02632,-0.10172
0.13567,0.01382,-0.05972
0.09778,0.00233,-0.09134
0.10918,0.01607,-0.10495
0.09934,-0.00349,-0.12435
0.10716,-0.02136,-0.12369
0.14748,0.01100,-0.12786
0.16738,-0.00194,-0.14532
0.17945,-0.02245,-0.14120
0.15793,-0.01423,-0.13736
0.12966,-0.03839,-0.10543
0.10516,-0.05703,-0.10062
0.06855,-0.05172,-0.10037
0.06882,-0.06953,-0.07592
0.03319,-0.02092,-0.05653
0.04095,-0.05306,-0.07829
0.03850,-0.04668,-0.09117
0.07326,-0.03327,-0.08684
0.06533,-0.01849,-0.06715
0.07130,-0.00328,-0.08922
0.04774,-0.02304,-0.08151
0.06502,-0.01676,-0.10824
0.06219,-0.00193,-0.10262
0.04700,-0.01859,-0.11464
0.06077,-0.00129,-0.10589
0.03650,-0.00925,-0.11101
0.04363,0.00260,-0.11214
0.02476,-0.01491,-0.09980
0.01373,-0.01400,-0.11708
0.02998,-0.05266,-0.10144
-0.00697,-0.04671,-0.08963
-0.00990,-0.03522,-0.08007
-0.03922,-0.00091,-0.05118
-0.04333,-0.01269,-0.04897
-0.08454,-0.02765,-0.03887
-0.09686,-0.00246,-0.01137
-0.11914,-0.00551,-0.01019
-0.14070,-0.01193,0.00127
-0.15714,-0.03096,0.03365
-0.14092,-0.05509,0.05040
-0.14324,-0.06772,0.00590
-0.14862,-0.10258,-0.00203
-0.15975,-0.10163,-0.02211
-0.13636,-0.10605,0.00827
-0.13408,-0.08128,0.04013
-0.14556,-0.05777,0.04589
-0.14708,-0.07521,0.04297
-0.15465,-0.09438,0.01578
-0.14707,-0.09274,0.03923
-0.15018,-0.08584,0.07338
-0.14465,-0.10998,0.08261
-0.15690,-0.12687,0.06526
-0.20599,-0.14822,0.07149
-0.19918,-0.11346,0.07551
-0.20142,-0.11988,0.07934
-0.19172,-0.03975,0.07965
-0.21507,-0.03667,0.09354
-0.22464,-0.02477,0.11276
-0.26308,-0.01632,0.11909
-0.26437,0.00580,0.13729
-0.27109,0.02562,0.14172
-0.27806,0.01411,0.12760
-0.25774,-0.02111,0.12991
-0.29556,-0.02106,0.12529
-0.26456,-0.01874,0.13680
-0.25627,-0.03813,0.15688
-0.25713,-0.05550,0.13474
-0.28677,-0.01752,0.14374
-0.29654,-0.04219,0.14067
-0.29817,-0.02767,0.14841
-0.28621,-0.00395,0.13475
-0.29369,0.00733,0.14574
-0.28906,0.02772,0.14312
-0.29478,0.00714,0.14480
-0.26893,0.01559,0.14278
-0.28577,0.01391,0.11461
-0.27558,0.03346,0.13281
-0.28068,0.01324,0.12432
-0.28488,-0.00711,0.12221
-0.28411,0.01730,0.09552
-0.27202,-0.01108,0.07342
-0.27185,0.03793,0.09245
-0.23532,0.00478,0.10666
-0.22288,-0.00082,0.10241
-0.23974,0.02028,0.09631
-0.24330,0.00106,0.07040
-0.23258,0.01622,0.05812
-0.22964,0.01319,0.06669
-0.21910,-0.01246,0.06992
-0.20123,-0.01430,0.08351
-0.21134,-0.00435,0.07326
-0.19361,-0.01199,0.07645
-0.17287,-0.02216,0.04045
-0.17582,-0.01795,0.05658
-0.14760,-0.02680,0.04683
-0.15904,-0.01899,0.04429
-0.11102,-0.04110,0.00187
-0.09142,-0.03896,0.02499
-0.09006,-0.05008,0.03078
-0.11089,-0.03884,0.03711
-0.11246,-0.04374,0.03808
-0.08820,-0.04507,0.03087
-0.11242,-0.04213,0.00472
-0.08389,-0.05300,0.00128
-0.08503,-0.01405,-0.00261
-0.07458,0.00023,0.00583
-0.07913,0.00980,-0.00779
-0.07342,-0.00803,-0.01846
-0.07917,-0.02151,-0.00849
-0.04900,-0.02751,-0.02574
-0.04620,-0.05119,-0.04491
-0.04870,-0.08024,-0.04460
-0.03698,-0.08141,-0.03746
-0.05405,-0.07317,-0.02310
-0.04498,-0.09473,-0.01563
-0.04237,-0.07436,-0.02237
-0.03471,-0.06332,-0.01905
-0.02052,-0.04448,-0.04966
-0.01651,-0.05967,-0.05262
0.00934,-0.06923,-0.08866
0.02159,-0.04683,-0.07701
0.00377,-0.04125,-0.06561
0.00291,-0.05241,-0.03805
0.01043,-0.06291,-0.08702
-0.00441,-0.10764,-0.04993
-0.00581,-0.07479,-0.04322
-0.02395,-0.03950,-0.03311
-0.01311,-0.06418,-0.01001
-0.02446,-0.06598,-0.04056
-0.02308,-0.10749,-0.04040
0.01610,-0.08039,-0.05158
0.02382,-0.07290,-0.07614
0.04267,-0.06686,-0.09393
0.02351,-0.05522,-0.09194
0.04723,-0.05275,-0.10265
0.04571,-0.06996,-0.08602
0.04291,-0.08123,-0.07861
0.06709,-0.06732,-0.09618
0.04363,-0.04860,-0.07435
0.05726,-0.06670,-0.12889
0.04628,-0.05091,-0.15254
0.10112,-0.03012,-0.18139
0.12794,0.02563,-0.15470
0.13786,0.08296,-0.16243
0.11279,0.10372,-0.17842
0.12473,0.09068,-0.15356
0.14960,0.10842,-0.12774
0.13040,0.13734,-0.14290
0.10118,0.09807,-0.12098
0.09656,0.05685,-0.13115
0.10791,0.12748,-0.17569
0.12305,0.10997,-0.18259
0.14099,0.10553,-0.14908
0.15368,0.12346,-0.16939
0.14359,0.08667,-0.16481
0.12292,0.09088,-0.14415
0.12042,0.07339,-0.14911
0.09706,0.07481,-0.13670
0.10394,0.06654,-0.09500
0.07762,0.02321,-0.10021
0.04997,0.00506,-0.06163
0.03402,-0.01904,-0.04807
0.05360,-0.02199,-0.03441
0.02272,-0.08884,-0.05274
0.06120,-0.10381,-0.06892
0.07602,-0.16540,-0.07788
0.12897,-0.17333,-0.07917
0.12773,-0.15595,-0.11796
0.14989,-0.19209,-0.13413
0.14277,-0.20895,-0.14147
0.15272,-0.18731,-0.17058
0.18732,-0.14499,-0.15512
0.20409,-0.08768,-0.17392
0.18889,-0.06355,-0.13094
0.16510,-0.01899,-0.16737
0.16963,0.01870,-0.15897
0.13829,0.01693,-0.13796
0.14465,0.06312,-0.14057
0.14721,0.03921,-0.12781
0.15533,0.07350,-0.12512
0.11149,0.06733,-0.12334
0.11353,0.09051,-0.12756
0.06929,0.07901,-0.10809
0.07896,0.09650,-0.06501
0.06870,0.06259,-0.05710
0.07283,0.06208,-0.05601
0.06060,0.03412,-0.05647
0.06865,0.01843,-0.04804
0.06932,-0.02668,-0.07503
0.07926,-0.04275,-0.07848
0.09986,-0.06911,-0.10277
0.10039,-0.08994,-0.11769
0.09751,-0.09851,-0.12985
0.10311,-0.11096,-0.13393
0.09803,-0.08636,-0.10156
0.09931,-0.04489,-0.08294
0.06894,-0.05330,-0.08919
0.07267,-0.03000,-0.06995
0.04376,-0.02701,-0.06623
0.03817,-0.02362,-0.07018
0.03480,-0.00571,-0.06772
0.01852,-0.01308,-0.06547
0.01344,0.01976,-0.05033
-0.01069,0.02790,-0.04537
-0.00468,0.00363,-0.01629
0.00416,0.00560,-0.02536
-0.02726,-0.01239,-0.02405
-0.02058,-0.02493,-0.01856
-0.01482,-0.03436,-0.02617
-0.02035,-0.03689,-0.04716
-0.03822,-0.00636,-0.02043
-0.00499,-0.00024,-0.03074
-0.01010,-0.00287,-0.03477
0.00059,-0.00973,-0.02465
-0.03737,-0.02161,-0.03605
-0.01927,-0.01130,-0.03303
-0.01457,-0.03222,-0.03715
0.00414,-0.01272,-0.06171
-0.00467,-0.02416,-0.03931
-0.03509,-0.01337,-0.03666
-0.03581,-0.01658,-0.01890
-0.04347,-0.01633,-0.00692
-0.03752,-0.04352,0.01225
-0.05678,-0.05645,-0.02108
-0.08031,-0.05225,-0.01278
-0.07935,-0.04953,-0.00972
-0.06326,-0.07689,-0.01432
-0.05856,-0.07440,-0.00656
-0.05090,-0.11618,0.00358
-0.03553,-0.11638,-0.03757
-0.04898,-0.09226,-0.02783
-0.03002,-0.09311,-0.04733
-0.04353,-0.07177,-0.04872
-0.01672,-0.03536,-0.04740
-0.01295,-0.04166,-0.04078
-0.03674,-0.02890,-0.01903
-0.04613,0.00705,-0.03649
-0.03999,-0.00798,-0.04202
-0.06179,0.03393,-0.00929
-0.08037,0.05307,-0.04575
-0.06160,0.06339,-0.02293
-0.05387,0.07740,-0.00657
-0.05664,0.06559,0.01191
-0.03105,0.06153,-0.01835
-0.04837,0.06849,-0.02409
-0.04200,0.04486,-0.03925
-0.04793,0.02136,-0.00825
-0.06065,0.00762,-0.02101
-0.06776,-0.01551,-0.01351
-0.08830,-0.06698,-0.01976
-0.03464,-0.01719,-0.02644
-0.05470,-0.04574,-0.00069
-0.05153,-0.04246,-0.03343
-0.04951,-0.05750,-0.01764
-0.03309,-0.07002,-0.02840
-0.05843,-0.04481,-0.04197
-0.04606,-0.07802,-0.03054
-0.04744,-0.06840,-0.07079
-0.06130,-0.06750,-0.07574
-0.03929,-0.06944,-0.04117
-0.07692,-0.03200,-0.04300
-0.06291,-0.08013,-0.02342
-0.04658,-0.04283,-0.02865
-0.08048,-0.03191,-0.03450
-0.06149,-0.05949,-0.03109
-0.05385,-0.04817,-0.03229
-0.04850,-0.02197,-0.03826
-0.03648,-0.03431,-0.04710
-0.04676,0.00446,-0.04587
-0.06458,0.02557,-0.00599
-0.05602,-0.00686,-0.03445
-0.08052,0.00618,-0.01487
-0.05900,0.00780,-0.01471
-0.09024,-0.01653,-0.02377
-0.03913,-0.01363,-0.04229
-0.05279,-0.02170,-0.03030
-0.04990,0.00145,-0.01677
-0.04373,-0.01601,-0.05969
-0.03904,-0.02821,-0.04571
-0.05017,-0.06823,-0.07537
-0.04582,-0.04814,-0.05951
-0.03791,-0.07231,-0.04490
-0.05404,-0.04773,-0.05063
-0.03502,-0.06940,-0.05712
-0.04389,-0.07217,-0.02733
-0.02716,-0.06727,-0.03446
-0.04485,-0.07451,-0.07251
-0.03859,-0.08686,-0.05664
-0.05418,-0.04746,-0.07975
-0.06870,-0.03203,-0.06653
-0.05024,-0.08040,-0.05003
-0.04233,-0.06027,-0.06154
-0.06259,-0.06183,-0.07706
-0.02675,-0.03483,-0.06759
-0.07644,-0.01119,-0.06633
-0.09656,-0.04526,-0.05182
-0.09023,-0.02480,-0.08258
-0.05856,-0.06206,-0.08400
-0.04821,-0.05679,-0.09039
-0.03815,-0.01636,-0.08427
-0.06485,-0.01444,-0.10520
-0.04498,-0.01881,-0.07956
-0.08363,-0.00744,-0.08203
-0.08461,-0.02818,-0.04398
-0.09621,-0.00380,-0.04890
-0.08093,-0.02504,-0.07292
-0.11870,-0.05781,-0.05376
-0.09948,-0.04386,-0.09198
-0.10399,-0.01092,-0.10384
-0.12353,-0.06477,-0.13131
-0.10180,-0.05421,-0.13259
-0.09695,-0.06305,-0.13125
-0.09309,-0.05701,-0.13868
-0.11654,-0.04313,-0.13554
-0.07594,-0.01673,-0.11953
-0.08455,0.01923,-0.12619
-0.08559,-0.00672,-0.13259
-0.08254,-0.01837,-0.13375
-0.03092,0.01608,-0.15994
-0.02538,0.02419,-0.14591
-0.04067,0.04607,-0.15618
-0.02947,0.03059,-0.16413
-0.05668,0.02369,-0.15159
-0.05205,0.01405,-0.12051
-0.07202,-0.00159,-0.12469
-0.05057,0.00261,-0.10812
-0.04633,0.02918,-0.13284
-0.07262,0.01910,-0.10748
-0.04923,0.01802,-0.14865
-0.03466,0.03647,-0.09805
-0.05795,0.00951,-0.12311
-0.07178,0.01337,-0.10742
-0.06022,-0.00462,-0.11673
-0.05281,-0.01150,-0.08222
-0.06673,0.04100,-0.14165
-0.05873,0.02480,-0.10317
-0.07981,0.00593,-0.09123
-0.02980,0.00502,-0.09435
-0.06771,-0.03831,-0.09757
-0.06074,-0.02705,-0.08884
-0.06092,-0.00630,-0.08219
-0.04342,-0.01940,-0.08161
-0.01717,-0.04792,-0.08735
-0.02129,-0.04166,-0.07998
-0.00741,-0.02761,-0.09573
0.00949,-0.00239,-0.10209
0.00675,0.00383,-0.09909
-0.00538,-0.00770,-0.06226
-0.03008,0.07083,-0.04213
-0.02632,0.02582,-0.02460
-0.06915,0.00412,-0.02863
-0.09813,0.01899,-0.02465
-0.08826,0.01503,-0.01993
-0.10121,-0.00989,-0.01727
-0.08066,0.00539,-0.00239
-0.05941,-0.02598,-0.00868
-0.04411,-0.07392,-0.03409
-0.03770,-0.06564,-0.03626
-0.02208,-0.05464,-0.05952
-0.01647,-0.02915,-0.04267
0.04181,0.02908,-0.03799
0.04064,-0.02989,-0.03214
0.04917,0.00231,-0.04940
0.08469,0.02056,-0.01304
0.06134,0.07683,-0.02518
0.07468,0.03403,-0.02590
0.08617,0.01763,-0.01632
0.05281,0.02068,0.01174
0.03177,0.04407,0.00886
0.00365,-0.00927,0.03236
0.01111,-0.00062,0.01696
0.00446,0.02371,0.02326
0.00812,0.02633,0.02219
0.00007,0.03080,0.01111
-0.03627,0.00588,0.01498
-0.02667,0.01011,0.03140
-0.03204,0.02126,0.06941
-0.03634,-0.00700,0.05344
-0.03864,-0.07310,0.08863
-0.00743,-0.08763,0.05617
0.02711,-0.11890,0.05958
0.06880,-0.09418,0.04572
0.08055,-0.10696,0.03299
0.07304,-0.13484,0.01804
0.08656,-0.08318,0.01417
0.14173,-0.07612,0.02356
0.12711,-0.07702,0.02085
0.12286,-0.09220,0.04110
0.08940,-0.02506,0.02679
0.09870,-0.05391,-0.01943
0.07479,-0.05114,0.05640
0.04897,-0.03817,0.03573
0.03677,-0.03404,0.04374
-0.00295,-0.01815,0.06677
-0.00829,-0.03234,0.06660
-0.01956,-0.05835,0.08903
-0.02673,-0.05864,0.12101
-0.05829,-0.13395,0.10680
0.00169,-0.09864,0.06775
-0.04602,-0.09047,0.08883
-0.04180,-0.12034,0.08373
-0.02298,-0.07476,0.06540
0.02825,-0.08635,0.04503
0.08282,-0.05717,0.02906
0.09422,0.01567,0.01610
0.09537,-0.03096,-0.01117
0.10876,-0.02009,-0.03902
0.10840,0.04123,-0.01432
0.10557,0.03840,-0.00702
0.07165,0.03914,0.00966
0.04444,0.03052,0.01561
0.00492,0.04960,0.03689
-0.01347,0.05763,0.04373
-0.04942,0.04337,0.08024
-0.03815,0.01020,0.05171
-0.01671,-0.05233,0.07718
0.03692,-0.06702,0.05030
0.05608,-0.08366,0.03367
0.08007,-0.11560,0.01656
0.08682,-0.14834,-0.00222
0.09521,-0.10153,-0.02162
0.11114,-0.09812,-0.00314
0.12857,-0.07024,-0.01966
0.12378,-0.02313,0.00358
0.10594,0.00232,0.01149
0.09652,0.00530,0.05323
0.05239,0.04357,0.02161
0.03970,0.04973,0.07342
0.03137,0.09844,0.05162
0.06327,0.08816,0.08417
0.07835,0.06592,0.07849
0.03831,0.06789,0.06875
0.05150,0.06343,0.06890
0.07511,0.04613,0.05979
0.11380,0.05893,0.07522
0.09133,0.03254,0.05482
0.12301,0.05928,0.01292
0.11939,0.05299,0.04724
0.12757,0.02258,0.04437
0.11087,0.02983,0.06959
0.14129,0.03867,0.04330
0.14221,0.00864,0.05985
0.11700,0.02272,0.08638
0.08086,0.02313,0.12022
0.07181,0.00388,0.10795
0.06063,-0.03358,0.12953
0.05745,0.00454,0.15617
0.05910,-0.02420,0.12031
0.06556,-0.03076,0.12954
0.07592,0.00648,0.12967
0.06275,-0.02457,0.15622
0.06023,-0.01205,0.14808
0.08499,-0.01426,0.15185
0.05913,0.03278,0.12831
0.05486,0.00119,0.11215
0.09333,-0.03491,0.11776
0.05999,-0.04009,0.12431
0.08500,-0.04241,0.10269
0.08485,-0.03042,0.10062
0.08346,-0.04496,0.08187
0.06425,-0.06360,0.09347
0.09537,-0.06074,0.07696
0.09836,-0.01070,0.08771
0.08611,-0.05394,0.05359
0.08731,-0.06841,0.07816
0.07538,-0.03787,0.06929
0.08430,-0.03884,0.04887
0.08776,-0.03223,0.09379
0.07602,-0.01167,0.03505
0.09265,0.03744,0.05665
0.08313,0.00299,0.05158
0.09386,-0.00730,0.02367
0.04606,0.00243,0.01982
0.04571,0.02365,0.03951
-0.00538,0.01969,0.06208
-0.00897,0.04707,0.08063
-0.03789,0.01676,0.06850
-0.02478,0.00733,0.08343
-0.05334,-0.00534,0.07693
-0.06911,0.00220,0.09068
-0.07124,-0.02494,0.06735
-0.04477,-0.02990,0.06888
-0.04231,-0.05731,0.04733
-0.05039,-0.08016,0.04847
-0.03785,-0.03218,0.02098
-0.03502,-0.05647,0.00583
-0.01688,-0.05211,0.00208
0.01202,-0.07588,-0.02689
0.00595,-0.09674,-0.04678
0.05496,-0.08897,-0.05670
0.02904,-0.07330,-0.08252
-0.00313,-0.10476,-0.04486
-0.04147,-0.14490,-0.01729
-0.10181,-0.14406,0.03573
-0.18277,-0.11023,0.05671
-0.18477,-0.10912,0.06756
-0.24342,-0.10829,0.09633
-0.20480,-0.07778,0.08208
-0.16882,-0.06351,0.03301
-0.14762,-0.01956,-0.02414
-0.04686,-0.01729,-0.03186
-0.03413,0.02113,-0.06586
0.00871,0.03194,-0.05653
0.04654,0.03810,-0.08457
0.02481,0.02503,-0.09904
0.05213,-0.00059,-0.13594
0.07883,-0.00022,-0.12903
0.09089,-0.01733,-0.14727
0.10420,-0.04065,-0.16971
0.09620,-0.03987,-0.17973
0.11466,-0.07782,-0.12937
0.03822,-0.08854,-0.11549
-0.01663,-0.11585,-0.08398
-0.05870,-0.15747,-0.00952
-0.13058,-0.16245,0.01517
-0.19301,-0.16940,0.02086
-0.20083,-0.17203,0.06606
-0.19767,-0.17139,0.02353
-0.18747,-0.12874,0.01129
-0.13690,-0.06983,0.00283
-0.07255,-0.09212,-0.04694
-0.01365,0.00321,-0.07555
0.01846,-0.01766,-0.11748
0.03275,-0.01219,-0.14839
0.03959,0.01717,-0.13601
0.07480,0.06142,-0.15451
0.06929,0.04944,-0.16646
0.05613,0.00291,-0.18021
0.05603,0.00220,-0.19074
0.06760,0.02147,-0.18786
0.05780,0.01127,-0.18235
0.03270,0.01497,-0.17716
0.00352,-0.01430,-0.14312
0.00754,0.01252,-0.13096
-0.02053,0.02977,-0.15109
-0.05340,0.02141,-0.11640
-0.09621,-0.00521,-0.06276
-0.09176,-0.01226,-0.07341
-0.07720,-0.02147,-0.10111
-0.08585,-0.04061,-0.09723
-0.06345,-0.05790,-0.08967
-0.06433,-0.03690,-0.08975
-0.03534,0.01855,-0.08529
-0.03089,-0.00010,-0.09390
-0.05079,-0.04251,-0.11226
-0.01109,-0.07089,-0.09722
-0.01803,-0.07093,-0.11724
-0.02472,-0.08590,-0.13838
-0.01240,-0.05745,-0.12971
0.00521,-0.05772,-0.15389
-0.00279,-0.05630,-0.14741
0.00695,-0.03106,-0.15164
0.01150,-0.03103,-0.13627
-0.00655,0.00369,-0.13692
-0.03213,0.00452,-0.11982
-0.05680,-0.01593,-0.11756
-0.06094,-0.01455,-0.08940
-0.09223,-0.03116,-0.08278
-0.12780,-0.04706,-0.07312
-0.10789,-0.07077,-0.08443
-0.13979,-0.08193,-0.08567
-0.14674,-0.06908,-0.07689
-0.10649,-0.05591,-0.07358
-0.09357,-0.05149,-0.07754
-0.10781,-0.02899,-0.08374
-0.09602,-0.04828,-0.09545
-0.06784,-0.00239,-0.12863
-0.08991,-0.01044,-0.10343
-0.07273,-0.01962,-0.14643
-0.03546,0.01877,-0.17429
-0.06552,-0.01169,-0.14468
-0.06565,-0.00599,-0.15764
-0.05988,0.02499,-0.17218
-0.05980,0.01882,-0.17069
-0.06763,0.01404,-0.15999
-0.04119,0.02844,-0.15029
-0.06766,0.02780,-0.17273
-0.07608,0.05258,-0.16361
-0.08321,0.02339,-0.17174
-0.09387,0.00334,-0.18701
-0.07725,-0.00085,-0.16604
-0.12847,0.02018,-0.16618
-0.11881,-0.00880,-0.13551
-0.12767,0.01776,-0.16397
-0.13448,-0.00486,-0.16322
-0.14775,0.00892,-0.15340
-0.12318,0.01185,-0.14854
-0.09609,-0.01224,-0.17144
-0.08255,-0.00310,-0.20425
-0.07267,-0.00365,-0.18839
-0.06482,-0.04560,-0.20273
-0.07037,-0.05037,-0.22344
-0.07294,-0.04028,-0.22751
-0.06822,-0.01914,-0.21822
-0.06971,-0.03882,-0.22551
-0.06469,-0.00904,-0.19234
-0.09705,-0.00500,-0.23005
-0.10103,0.01930,-0.21491
-0.09567,0.01567,-0.21170
-0.08431,0.05245,-0.22358
-0.11445,0.03304,-0.21154
-0.13689,0.04530,-0.18433
-0.10859,-0.00281,-0.21665
-0.10224,0.01137,-0.21527
-0.11128,0.00116,-0.20517
-0.09734,-0.03482,-0.20867
-0.09080,-0.01112,-0.19304
-0.09815,-0.04447,-0.17607
-0.11219,-0.03806,-0.20372
-0.10333,-0.03221,-0.19739
-0.07636,-0.02356,-0.17491
-0.08755,-0.03901,-0.16229
-0.07291,0.00110,-0.19063
-0.04023,-0.01149,-0.20270
-0.02526,0.00978,-0.18426
-0.06378,0.02215,-0.20264
-0.03869,0.00597,-0.16682
-0.08639,-0.00174,-0.14193
-0.09115,0.02024,-0.14904
-0.10956,-0.00294,-0.15223
-0.13227,0.02948,-0.11877
-0.11976,-0.01211,-0.14253
-0.11490,0.02922,-0.14940
-0.10082,0.00945,-0.14546
-0.07660,-0.00275,-0.13451
-0.05015,-0.00245,-0.15478
-0.01987,0.01470,-0.17637
0.00664,0.02277,-0.17961
-0.01172,0.00673,-0.21062
0.01203,-0.00119,-0.17572
0.02668,0.01713,-0.16658
-0.00025,0.00657,-0.15702
-0.00305,-0.01618,-0.15600
-0.03685,0.01516,-0.13323
-0.04963,-0.02972,-0.13354
-0.07293,-0.00528,-0.12079
-0.08473,-0.01303,-0.09954
-0.07837,-0.00439,-0.10335
-0.06321,-0.02923,-0.07338
-0.08739,-0.01811,-0.08356
