-0.949353,-0.336803,-0.313811,-0.000000,-0.001590,-0.000006,-0.292067,-27.510413,-50.112334,-0.849103,-0.331223,0.8050
-0.949353,-0.336803,-0.313811,-0.000000,-0.001205,-0.000252,-0.293329,-27.510413,-50.112334,-0.877666,-0.331709,0.0770
-0.949353,-0.336803,-0.313811,-0.000000,0.000826,0.003704,-0.293055,-27.510413,-50.112334,-0.892124,-0.331933,0.0400
-0.949353,-0.336803,-0.313811,-0.000000,-0.000298,0.001429,-0.291984,-27.510413,-50.112334,-0.914581,-0.332259,0.0670
-0.949353,-0.336803,-0.313811,-0.000000,0.000002,0.000263,-0.291553,-27.510413,-50.112334,-0.929712,-0.332482,0.0450
-0.949353,-0.336803,-0.313811,-0.000000,0.000299,0.000034,-0.290720,-27.510413,-50.112334,-0.956725,-0.332786,0.0910
-0.949353,-0.336803,-0.313811,-0.000000,-0.000125,-0.000391,-0.290416,-27.510413,-50.112334,-0.977525,-0.333030,0.0690
-0.949353,-0.336803,-0.313811,-0.000000,-0.002122,0.001001,-0.292518,-27.510413,-50.112334,-0.991639,-0.333191,0.0540
-0.949353,-0.336803,-0.313811,-0.000000,-0.000728,-0.000342,-0.295254,-27.510413,-50.112334,-1.009292,-0.333373,0.0670
-0.949353,-0.336803,-0.313811,-0.000000,0.001803,0.000272,-0.294016,-27.510413,-50.112334,-1.038865,-0.333650,0.1010
-0.759482,-0.000000,0.055580,0.098591,-0.000590,-0.000419,-0.299390,-27.510413,-50.112332,-1.051185,-0.300891,0.2770
-0.759482,-0.000000,0.055580,0.098591,0.000380,0.000191,-0.300234,-27.510413,-50.112332,-1.042708,-0.289797,0.0400
-0.759482,-0.000000,0.055580,0.098591,0.001010,0.000100,-0.299441,-27.510413,-50.112332,-1.033490,-0.274731,0.0440
-0.759482,-0.000000,0.055580,0.098591,-0.000376,-0.001137,-0.300280,-27.510413,-50.112332,-1.005559,-0.238274,0.1690
-0.759482,-0.000000,0.055580,0.098591,-0.000056,-0.000049,-0.301255,-27.510413,-50.112332,-0.964154,-0.185577,0.2740
-0.759482,-0.000000,0.055580,0.098591,0.000430,-0.000869,-0.303697,-27.510413,-50.112332,-0.934084,-0.147463,0.1690
-0.759482,-0.000000,0.000000,0.000000,0.000274,-0.000254,-0.306928,-27.510411,-50.112333,-0.895508,-0.108396,0.6110
-0.759482,-0.000000,0.000000,0.000000,0.000185,-0.000789,-0.310095,-27.510411,-50.112333,-0.887430,-0.101791,0.1460
-0.759482,-0.000000,0.000000,0.000000,0.000016,-0.000026,-0.313576,-27.510411,-50.112333,-0.873978,-0.090946,0.4110
-0.759482,-0.000000,0.000000,0.000000,-0.000030,-0.000029,-0.315672,-27.510412,-50.112332,-0.871981,-0.089354,0.0610
-0.759482,-0.000000,0.000000,0.000000,0.000681,-0.000487,-0.322172,-27.510412,-50.112332,-0.861075,-0.080650,0.3800
-0.759482,-0.000000,0.000000,0.000000,0.000010,0.001083,-0.320592,-27.510412,-50.112332,-0.853259,-0.074438,0.3430
-0.759482,-0.000000,0.000000,0.000000,0.001727,-0.003808,-0.319726,-27.510412,-50.112332,-0.852141,-0.073550,0.0490
-0.759482,-0.000000,0.000000,0.000000,-0.000312,-0.001042,-0.319170,-27.510412,-50.112332,-0.851319,-0.072898,0.0400
-0.759482,-0.000000,0.000000,0.000000,0.000408,-0.000235,-0.320013,-27.510412,-50.112331,-0.848889,-0.070966,0.1330
