0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.191000
0.000000,0.000000,-0.000038,0.000073,0.004450,-0.000250,0.040000
0.000000,0.000000,-0.000101,0.000199,0.007786,-0.000342,0.040000
0.000000,0.000000,-0.000180,0.000353,0.010001,-0.000369,0.042000
0.000000,0.000000,-0.000386,0.000757,0.012702,-0.000503,0.094000
0.000000,0.000000,-0.001439,0.002748,0.016722,-0.000356,0.360000
0.000000,0.000000,-0.001834,0.003428,0.017109,-0.000291,0.133000
0.000000,0.000000,-0.002803,0.005163,0.018067,-0.000078,0.276000
0.000000,0.336803,-0.003583,0.087897,0.018581,0.114051,0.230000
0.000000,0.336803,-0.004961,0.205039,0.019178,0.282731,0.373000
0.000000,0.336803,-0.006399,0.263513,0.019520,0.402774,0.404000
0.000000,0.336803,-0.007658,0.284222,0.019811,0.400968,0.392000
0.000000,0.336803,-0.008080,0.289829,0.019898,0.398336,0.201000
0.000000,0.336803,-0.008311,0.294321,0.019970,0.395878,0.161000
0.000000,0.336803,-0.008122,0.297249,0.020002,0.394649,0.071000
0.000000,0.336803,-0.007838,0.299759,0.020022,0.393887,0.047000
0.000000,0.336803,-0.007689,0.302281,0.020049,0.392765,0.062000
-0.379741,0.000000,-0.043886,0.272967,0.002644,0.375545,0.100000
-0.379741,0.000000,-0.079829,0.243975,-0.031671,0.343389,0.121000
-0.379741,0.000000,-0.118329,0.212857,-0.072485,0.305173,0.146000
-0.379741,0.000000,-0.140971,0.194119,-0.095340,0.283707,0.040000
-0.379741,0.000000,-0.205003,0.142121,-0.183036,0.201904,0.302000
-0.379741,0.000000,-0.256838,0.099579,-0.225461,0.162423,0.223000
-0.379741,0.000000,-0.304966,0.063076,-0.263387,0.124495,0.447000
-0.379741,0.000000,-0.317966,0.056848,-0.272655,0.112766,0.401000
-0.189870,0.000000,-0.268283,0.056151,-0.258016,0.106723,0.348000
-0.189870,0.000000,-0.236254,0.055451,-0.216834,0.103003,0.129000
-0.189870,0.000000,-0.148573,0.057010,-0.116289,0.094693,0.480000
-0.189870,0.000000,-0.103762,0.057066,-0.083110,0.092128,0.234000
-0.189870,0.000000,-0.112063,0.056423,-0.068814,0.089793,0.144000
-0.189870,0.000000,-0.101383,0.057355,-0.071966,0.085570,0.321000
-0.189870,0.000000,-0.107241,0.056264,-0.073268,0.084491,0.081000
-0.189870,0.000000,-0.106704,0.057831,-0.078210,0.079694,0.379000
-0.379741,0.000000,-0.127672,0.059295,-0.099568,0.075967,0.368000
-0.379741,0.000000,-0.139641,0.057928,-0.103481,0.075513,0.042000
-0.379741,0.000000,-0.149707,0.056652,-0.110262,0.074732,0.041000
-0.379741,0.000000,-0.178254,0.058268,-0.142345,0.071231,0.403000
-0.379741,0.000000,-0.188028,0.057481,-0.148066,0.070605,0.066000
-0.379741,0.000000,-0.203041,0.057213,-0.166443,0.068606,0.188000
-0.379741,0.336803,-0.225477,0.133956,-0.177168,0.202148,0.463000
-0.379741,0.336803,-0.233257,0.184236,-0.179972,0.242658,0.153000
-0.379741,0.336803,-0.239411,0.203162,-0.181043,0.256189,0.041000
-0.379741,0.336803,-0.244294,0.219844,-0.182029,0.269024,0.041000
-0.379741,0.336803,-0.246894,0.246387,-0.182970,0.294209,0.080000
-0.379741,0.336803,-0.249759,0.272723,-0.184710,0.318238,0.082000
-0.379741,0.336803,-0.252217,0.290694,-0.185835,0.334178,0.055000
-0.379741,0.336803,-0.255326,0.304507,-0.186676,0.346243,0.043000
-0.379741,0.336803,-0.258566,0.317716,-0.187772,0.362815,0.042000
-0.379741,0.000000,-0.262121,0.293410,-0.188992,0.344948,0.068000
-0.379741,0.000000,-0.265304,0.266728,-0.190104,0.324782,0.040000
-0.379741,0.000000,-0.267706,0.243497,-0.189936,0.323394,0.041000
-0.379741,0.000000,-0.269986,0.222431,-0.191880,0.281888,0.111000
-0.379741,0.000000,-0.272772,0.201665,-0.192611,0.262842,0.040000
-0.379741,0.000000,-0.275454,0.181914,-0.193401,0.243752,0.049000
-0.379741,0.000000,-0.277880,0.164415,-0.194290,0.226030,0.040000
-0.379741,0.000000,-0.280130,0.147756,-0.194828,0.204478,0.041000
-0.379741,0.000000,-0.281958,0.131980,-0.195553,0.188564,0.041000
-0.379741,0.000000,-0.283619,0.116871,-0.196230,0.173807,0.040000
-0.379741,0.000000,-0.285867,0.101977,-0.196630,0.165147,0.041000
-0.379741,0.000000,-0.288031,0.087476,-0.197877,0.135612,0.041000
-0.379741,0.000000,-0.289288,0.067863,-0.198279,0.119665,0.064000
-0.379741,0.000000,-0.290956,0.054219,-0.199178,0.102367,0.040000
-0.379741,0.000000,-0.292775,0.040516,-0.199365,0.099002,0.042000
-0.379741,0.000000,-0.294540,0.027588,-0.199365,0.099002,0.040000
-0.379741,0.000000,-0.296224,0.014890,-0.199365,0.099002,0.040000
-0.379741,-0.336803,-0.297803,0.004081,-0.194914,0.043238,0.041000
-0.379741,-0.336803,-0.298868,-0.007999,-0.200375,0.047690,0.047000
-0.379741,-0.336803,-0.299504,-0.017981,-0.201469,0.042319,0.041000
-0.379741,-0.336803,-0.300349,-0.027322,-0.201348,0.037650,0.040000
-0.379741,-0.336803,-0.302720,-0.043476,-0.202226,0.025873,0.065000
