0.000000,-0.000000,0.010289,0.000000,0.011991,-0.011625,-0.153188,-27.510419,-50.112386,0.001261,0.000084,0.015492,-0.004871,0.2320
0.000000,-0.000000,0.010289,0.000000,0.004500,0.001542,-0.155053,-27.510419,-50.112386,0.001807,-0.000064,0.014195,-0.003614,0.0440
0.000000,-0.000000,0.010289,0.000000,0.002039,0.002232,-0.155015,-27.510419,-50.112386,0.003515,-0.000260,0.011879,-0.001455,0.2820
0.000000,-0.000000,0.000000,0.000000,-0.000007,-0.000339,-0.156330,-27.510419,-50.112386,0.003454,-0.000269,0.006911,-0.000819,0.2080
0.000000,-0.000000,0.000000,0.000000,0.001019,0.000435,-0.157305,-27.510419,-50.112386,0.003348,-0.000262,0.005940,-0.000655,0.0410
0.000000,-0.000000,0.000000,0.000000,0.000046,-0.002584,-0.157991,-27.510419,-50.112386,0.003216,-0.000254,0.005123,-0.000742,0.0400
0.000000,-0.000000,0.000000,0.000000,0.000495,-0.001928,-0.158113,-27.510419,-50.112386,0.003289,-0.000293,0.003548,-0.001256,0.0450
0.000000,-0.000000,0.000000,0.000000,-0.000272,0.002630,-0.158472,-27.510419,-50.112386,0.002858,-0.000263,0.001454,-0.000625,0.1710
0.000000,-0.000000,0.000000,0.000000,-0.001046,-0.000367,-0.157425,-27.510419,-50.112386,0.002700,-0.000249,0.001130,-0.000459,0.0460
0.000000,-0.000000,0.000000,0.000000,0.001987,0.001563,-0.160226,-27.510419,-50.112386,0.002332,-0.000223,0.000484,-0.000209,0.1910
0.000000,-0.000000,0.000000,0.000000,0.002624,-0.003104,-0.162460,-27.510418,-50.112385,0.001948,-0.000191,0.000171,-0.000166,0.2690
0.000000,-0.000000,0.000000,0.000000,0.003358,-0.008357,-0.162391,-27.510418,-50.112385,0.001708,-0.000167,-0.000010,0.000007,0.2630
0.000000,-0.000000,0.000000,0.000000,0.005320,-0.002583,-0.159868,-27.510418,-50.112385,0.001579,-0.000154,-0.000064,0.000130,0.1710
0.000000,-0.000000,0.000000,0.000000,0.000052,0.000139,-0.159428,-27.510418,-50.112385,0.001513,-0.000147,-0.000035,0.000055,0.0880
0.000000,-0.000000,0.000000,0.000000,-0.004106,0.006643,-0.159108,-27.510418,-50.112385,0.001467,-0.000142,-0.000059,0.000102,0.0550
0.000000,-0.000000,0.000000,0.000000,0.000320,0.000146,-0.158634,-27.510418,-50.112385,0.001350,-0.000129,-0.000040,0.000036,0.1730
0.000000,-0.000000,0.000000,0.000000,0.003519,-0.000652,-0.158443,-27.510418,-50.112385,0.001318,-0.000126,-0.000039,-0.000023,0.0870
0.000000,-0.000000,0.000000,0.000000,-0.000701,0.000965,-0.160418,-27.510418,-50.112385,0.001279,-0.000123,-0.000050,0.000042,0.0720
-0.189871,-0.000000,-0.087456,-0.000000,0.001129,0.006840,-0.163516,-27.510420,-50.112386,-0.020768,-0.000113,-0.034098,0.000024,0.2280
-0.189871,-0.000000,-0.087456,-0.000000,-0.043338,-0.029506,-0.167581,-27.510420,-50.112386,-0.048325,-0.000105,-0.060047,0.000604,0.2050
-0.189871,-0.000000,-0.087456,-0.000000,-0.116925,0.059904,-0.155140,-27.510420,-50.112386,-0.069753,-0.000084,-0.069893,0.004302,0.1680
-0.189871,-0.000000,-0.087456,-0.000000,-0.135719,-0.014702,-0.161678,-27.510420,-50.112386,-0.081803,-0.000056,-0.072432,0.000813,0.0940
-0.189871,-0.000000,-0.087456,-0.000000,-0.046233,0.055783,-0.165937,-27.510420,-50.112386,-0.088676,-0.000052,-0.075102,-0.000287,0.0610
-0.189871,-0.000000,-0.087456,-0.000000,-0.003761,0.020623,-0.168062,-27.510420,-50.112386,-0.097073,-0.000053,-0.077639,-0.001166,0.0730
-0.189871,-0.000000,-0.087456,-0.000000,0.027598,-0.016383,-0.169538,-27.510420,-50.112386,-0.102939,-0.000056,-0.076848,-0.001067,0.0420
-0.189871,-0.000000,-0.087456,-0.000000,0.098837,0.024324,-0.167663,-27.510420,-50.112386,-0.107169,-0.000060,-0.078461,-0.001101,0.0440
-0.189871,-0.000000,-0.087456,-0.000000,-0.019693,0.024481,-0.170761,-27.510420,-50.112386,-0.112380,-0.000061,-0.078918,0.000117,0.0400
-0.189871,-0.000000,-0.087456,-0.000000,-0.086722,-0.033016,-0.170581,-27.510420,-50.112386,-0.117922,-0.000060,-0.077702,-0.001452,0.0420
-0.189871,-0.000000,-0.087456,-0.000000,-0.128063,0.007716,-0.173343,-27.510420,-50.112386,-0.122610,-0.000064,-0.080770,-0.000539,0.0450
-0.569612,-0.000000,-0.200633,-0.000000,-0.044206,0.047907,-0.171502,-27.510421,-50.112384,-0.136403,-0.000062,-0.095499,-0.001444,0.0400
-0.569612,-0.000000,-0.200633,-0.000000,0.250975,-0.047296,-0.172150,-27.510421,-50.112384,-0.167306,-0.000076,-0.127765,-0.001273,0.1010
-0.569612,-0.000000,-0.200633,-0.000000,0.062174,-0.009830,-0.174425,-27.510421,-50.112384,-0.197191,-0.000087,-0.145556,-0.001427,0.0990
-0.569612,-0.000000,-0.200633,-0.000000,-0.065515,-0.038227,-0.176565,-27.510421,-50.112384,-0.224899,-0.000089,-0.158728,-0.001332,0.0760
-0.569612,-0.000000,-0.200633,-0.000000,-0.086896,0.019985,-0.183794,-27.510421,-50.112384,-0.243197,-0.000096,-0.167326,-0.000956,0.0860
-0.569612,-0.000000,-0.200633,-0.000000,-0.122232,0.032090,-0.187236,-27.510421,-50.112384,-0.267793,-0.000107,-0.179181,-0.001191,0.0910
-0.569612,-0.000000,-0.200633,-0.000000,0.144021,-0.022503,-0.213134,-27.510421,-50.112384,-0.290129,-0.000121,-0.175433,-0.005025,0.0820
-0.569612,-0.000000,-0.200633,-0.000000,0.370819,-0.076327,-0.232598,-27.510421,-50.112384,-0.304731,-0.000137,-0.179976,-0.005472,0.0500
-0.569612,-0.000000,-0.200633,-0.000000,0.264909,0.019867,-0.241132,-27.510421,-50.112384,-0.319079,-0.000158,-0.172396,-0.006041,0.0610
-0.569612,-0.000000,-0.200633,-0.000000,-0.148790,-0.121781,-0.262911,-27.510421,-50.112384,-0.338400,-0.000177,-0.170849,-0.003202,0.0750
