0.044081,-0.070217,0.000000,0.263467
0.001261,-0.005605,0.000000,0.051933
0.026762,0.014085,0.000000,0.051933
0.009172,-0.038776,0.000000,0.050667
0.035923,-0.004100,0.000000,0.050667
0.018315,-0.023786,0.000000,0.050667
-0.019666,-0.021745,0.000000,0.051933
0.013959,-0.004684,0.000000,0.051933
0.022311,-0.006053,0.000000,0.051933
0.000030,-0.062233,0.000000,0.051933
-0.031806,0.006276,0.000000,0.050667
-0.025960,-0.016486,0.000000,0.050667
-0.001348,-0.049649,0.000000,0.050667
0.018412,0.013279,0.000000,0.050667
0.002885,-0.052622,0.000000,0.051933
-0.001920,-0.051938,0.000000,0.050667
0.009733,-0.019100,0.000000,0.051933
-0.010058,-0.018766,0.000000,0.050667
0.004244,-0.024822,0.000000,0.051933
0.024275,-0.049180,0.000000,0.050667
0.031578,-0.008108,0.000000,0.050667
0.023464,-0.028932,0.000000,0.050667
0.009044,-0.016355,0.000000,0.051933
-0.022399,-0.055721,0.000000,0.050667
-0.000670,-0.040040,0.000000,0.050667
0.039142,-0.042768,0.000000,0.051933
0.023351,-0.032822,0.000000,0.050667
0.017849,-0.008000,0.000000,0.050667
-0.000553,-0.044730,0.000000,0.050667
0.011565,-0.024476,0.000000,0.050667
-0.000570,-0.005263,0.000000,0.051933
-0.005026,-0.017391,0.000000,0.050667
-0.021834,-0.035816,0.000000,0.051933
-0.017941,-0.044852,0.000000,0.050667
0.008613,-0.075499,0.000000,0.050667
-0.002832,-0.064751,0.000000,0.051933
-0.024463,-0.041308,0.000000,0.051933
-0.009479,-0.036040,0.000000,0.050667
0.000353,-0.023680,0.000000,0.051933
-0.008795,-0.030434,0.000000,0.051933
0.003792,-0.040267,0.000000,0.051933
-0.009936,-0.037412,0.000000,0.051933
-0.002505,-0.025855,0.000000,0.051933
-0.013605,-0.017966,0.000000,0.050667
-0.017375,-0.030209,0.000000,0.050667
-0.021260,-0.041536,0.000000,0.050667
-0.025603,-0.051948,0.000000,0.050667
0.010208,-0.064059,0.000000,0.050667
-0.013376,-0.021398,0.000000,0.051933
-0.015234,0.046096,0.000000,0.050667
0.017003,-0.174565,0.000000,0.051933
-0.023902,-0.293785,0.000000,0.050667
0.023408,-0.148935,0.000000,0.050667
-0.041426,-0.216918,0.000000,0.051933
-0.056571,-0.184427,0.000000,0.050667
-0.096207,-0.252407,0.000000,0.050667
-0.102955,-0.274143,0.000000,0.050667
-0.090625,-0.250795,0.000000,0.050667
-0.104014,-0.274132,0.000000,0.051933
-0.099805,-0.260624,0.000000,0.050667
-0.018922,-0.249165,0.000000,0.051933
-0.049333,-0.263361,0.000000,0.051933
-0.060646,-0.321135,0.000000,0.050667
-0.109110,-0.395400,0.000000,0.051933
-0.116568,-0.314411,0.000000,0.051933
-0.156549,-0.504325,0.000000,0.051933
-0.114883,-0.576381,0.000000,0.050667
-0.069045,-0.471575,0.000000,0.050667
-0.008698,-0.302015,0.000000,0.051933
0.035514,-0.146189,0.000000,0.050667
0.094294,-0.086453,0.000000,0.050667
0.053464,-0.104997,0.000000,0.050667
0.069260,-0.126726,0.000000,0.050667
0.012001,-0.315964,0.000000,0.050667
-0.012180,-0.219534,0.000000,0.051933
0.055646,-0.182450,0.000000,0.050667
0.097045,-0.125925,0.000000,0.050667
0.053693,-0.137377,0.000000,0.051933
0.065075,-0.289177,0.000000,0.050667
0.059005,-0.283575,0.000000,0.050667
-0.000425,-0.112682,0.000000,0.051933
0.065210,-0.010391,0.000000,0.051933
0.127301,0.086407,0.000000,0.050667
0.102149,0.036746,0.000000,0.051933
0.102969,-0.043561,0.000000,0.051933
0.061210,-0.026409,0.000000,0.051933
0.035361,-0.036367,0.000000,0.051933
0.060108,-0.148698,0.000000,0.051933
0.061837,-0.171460,0.000000,0.050667
-0.045021,-0.177673,0.000000,0.050667
-0.021698,-0.126645,0.000000,0.050667
0.035575,0.009505,0.000000,0.051933
-0.075684,-0.146111,0.000000,0.050667
0.025062,-0.038547,0.000000,0.051933
0.170115,-0.023416,0.000000,0.051933
0.255549,0.071560,0.000000,0.051933
0.220043,0.174875,0.000000,0.050667
0.146961,0.098786,0.000000,0.050667
0.230989,-0.044634,0.000000,0.050667
0.240360,-0.022097,0.000000,0.050667
0.181918,-0.070979,0.000000,0.050667
0.217014,-0.002117,0.000000,0.051933
0.173547,-0.061305,0.000000,0.050667
0.054649,-0.100345,0.038390,0.050667
-0.013147,-0.113127,0.107776,0.051933
0.022364,0.081748,0.240710,0.051933
0.293623,0.317362,0.439537,0.050667
0.565624,0.568458,0.646553,0.050667
0.773642,0.740113,0.989923,0.051933
0.948124,0.798595,1.289594,0.050667
0.966791,0.774680,1.649698,0.050667
0.913775,0.711173,2.026516,0.050667
0.796808,0.645937,2.384716,0.050667
0.525438,0.537942,2.750419,0.051933
-0.189144,0.223609,3.193030,0.050667
-0.736834,0.037733,3.529927,0.050667
-1.186915,-0.011361,3.843234,0.051933
-1.510088,-0.036401,4.120422,0.051933
-1.761948,-0.036074,4.389224,0.050667
-2.031162,-0.005748,4.753419,0.050667
-2.076900,0.108032,5.105843,0.051933
-1.786141,0.201503,5.386425,0.050667
-1.354723,0.259609,5.654143,0.051933
-0.915238,0.245105,5.922751,0.051933
-0.633633,0.168236,6.200465,0.050667
-0.615130,0.066346,6.398671,0.050667
-0.640599,-0.051860,6.520329,0.053200
-0.669741,-0.133728,6.501013,0.050667
-0.549020,-0.222625,6.005168,0.050667
-0.237222,-0.277725,5.142619,0.051933
-0.054822,-0.492514,4.244066,0.050667
