0.000000,0.000000,0.000000,0.000000,-0.092675,-0.461277,0.019727,-0.038462,-27.505805,-50.110678,0.001109,0.005562,0.1540
0.000000,0.000000,0.000000,0.000000,-0.086683,-0.428012,0.030854,-0.036381,-27.505805,-50.110678,0.000802,0.004020,0.0400
0.000000,0.000000,0.000000,0.000000,-0.090545,-0.399178,0.033835,-0.035118,-27.505805,-50.110678,0.000517,0.002593,0.0400
0.000000,0.000000,0.000000,0.000000,-0.076914,-0.364799,0.028727,-0.034261,-27.505805,-50.110678,0.000199,0.001043,0.0400
0.000000,0.000000,0.000000,0.000000,-0.088991,-0.314296,0.025039,-0.033014,-27.505805,-50.110678,-0.000134,-0.000548,0.0400
0.000000,0.000000,0.000000,0.000000,0.013787,-0.329644,0.021660,-0.027339,-27.505805,-50.110678,-0.000514,-0.002263,0.0400
0.000000,0.000000,0.000000,0.000000,-0.030898,-0.183308,0.030124,-0.032467,-27.505805,-50.110678,-0.000843,-0.003957,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,-0.091178,-0.276649,0.032408,-0.028787,-27.505813,-50.110688,-0.087854,-0.056783,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,0.003735,-0.135862,0.027912,-0.032428,-27.505813,-50.110688,-0.197036,-0.122731,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,0.007009,-0.179512,0.019421,-0.028233,-27.505813,-50.110688,-0.292193,-0.180371,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,-0.078770,-0.094207,0.025134,-0.031172,-27.505813,-50.110688,-0.384203,-0.236252,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,0.029759,-0.088997,0.018802,-0.028665,-27.505813,-50.110688,-0.458849,-0.281685,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,-0.037028,-0.050948,0.044018,-0.029579,-27.505813,-50.110688,-0.532824,-0.326771,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,-0.006988,-0.013685,0.037032,-0.029671,-27.505813,-50.110688,-0.599965,-0.367694,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,0.030282,-0.008951,0.037083,-0.031114,-27.505813,-50.110688,-0.656198,-0.401983,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,-0.037450,0.005944,0.040606,-0.031935,-27.505813,-50.110688,-0.713427,-0.436851,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,0.018452,-0.010900,0.035229,-0.032068,-27.505813,-50.110688,-0.761750,-0.466199,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,0.000988,0.008809,0.040635,-0.033606,-27.505813,-50.110688,-0.816619,-0.499583,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,-0.005348,0.000162,0.040061,-0.034272,-27.505813,-50.110688,-0.871680,-0.532973,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,0.026561,0.000817,0.022100,-0.035563,-27.505813,-50.110688,-0.911995,-0.557430,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,-0.022236,0.003666,0.026883,-0.035862,-27.505813,-50.110688,-0.950536,-0.580803,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,-0.003690,-0.002740,0.037669,-0.036374,-27.505813,-50.110688,-0.987105,-0.602908,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,0.010970,0.003936,0.030477,-0.037950,-27.505813,-50.110688,-1.026546,-0.626814,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,-0.002671,-0.003420,0.025695,-0.038901,-27.505813,-50.110688,-1.064050,-0.649485,0.0400
-1.139224,-0.673634,-0.699657,-0.413714,-0.002333,0.000468,0.040615,-0.040615,-27.505813,-50.110688,-1.100263,-0.671357,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,0.000379,0.001649,0.035848,-0.040710,-27.505815,-50.110690,-1.124472,-0.696992,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,-0.001528,-0.003612,0.025113,-0.040944,-27.505815,-50.110690,-1.148599,-0.724467,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,0.010560,0.004595,0.037617,-0.041834,-27.505815,-50.110690,-1.171389,-0.750593,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,0.001735,0.000388,0.037631,-0.042828,-27.505815,-50.110690,-1.191161,-0.773365,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,-0.004754,-0.003870,0.036446,-0.043921,-27.505815,-50.110690,-1.207449,-0.792538,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,0.007830,-0.000179,0.031071,-0.044713,-27.505815,-50.110690,-1.228853,-0.817581,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,-0.005382,0.000251,0.019733,-0.045899,-27.505815,-50.110690,-1.247601,-0.839641,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,-0.000387,-0.001083,0.029278,-0.046162,-27.505815,-50.110690,-1.260629,-0.855092,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,-0.000265,-0.000003,0.035244,-0.046676,-27.505815,-50.110690,-1.276531,-0.873976,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,0.001038,-0.002490,0.023908,-0.047163,-27.505815,-50.110690,-1.290431,-0.890540,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,-0.001314,-0.000104,0.021531,-0.048354,-27.505815,-50.110690,-1.306538,-0.909955,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,-0.002815,0.002347,0.025697,-0.049012,-27.505815,-50.110690,-1.319458,-0.925539,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,-0.001107,0.001474,0.030468,-0.050093,-27.505815,-50.110690,-1.334826,-0.944148,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,0.000466,-0.001208,0.031065,-0.051555,-27.505815,-50.110690,-1.350100,-0.963109,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,-0.000053,-0.000044,0.036433,-0.052296,-27.505815,-50.110690,-1.362867,-0.978861,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,0.001455,-0.000796,0.023308,-0.053124,-27.505815,-50.110690,-1.375243,-0.994224,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,0.003262,0.000882,0.029870,-0.053563,-27.505815,-50.110690,-1.385825,-1.007531,0.0400
-1.329094,-1.010450,-0.146524,-0.259923,0.001716,0.001125,0.035245,-0.054113,-27.505815,-50.110690,-1.395792,-1.020266,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,0.001512,-0.000014,0.026293,-0.054994,-27.505821,-50.110698,-1.408110,-1.035265,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,0.000523,0.000433,0.016149,-0.055534,-27.505821,-50.110698,-1.434371,-1.065062,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,0.002175,-0.001454,0.020324,-0.054494,-27.505821,-50.110698,-1.463007,-1.097417,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,-0.000095,0.001730,0.034641,-0.054456,-27.505821,-50.110698,-1.488079,-1.125816,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,0.001125,-0.001231,0.037031,-0.054029,-27.505821,-50.110698,-1.515130,-1.156422,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,-0.001124,-0.000140,0.028679,-0.053166,-27.505821,-50.110698,-1.538852,-1.183330,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,-0.003322,-0.001563,0.028677,-0.051405,-27.505821,-50.110698,-1.564501,-1.212389,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,-0.000147,0.000015,0.034645,-0.050090,-27.505821,-50.110698,-1.587021,-1.237968,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,0.001421,-0.002091,0.033450,-0.050296,-27.505821,-50.110698,-1.611422,-1.265645,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,-0.000448,-0.000216,0.034047,-0.050319,-27.505821,-50.110698,-1.635222,-1.292659,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,0.001157,0.000101,0.045979,-0.049662,-27.505821,-50.110698,-1.658124,-1.318741,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,0.000471,0.000103,0.045978,-0.048734,-27.505821,-50.110698,-1.676646,-1.339807,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,0.000047,0.000340,0.038818,-0.047581,-27.505821,-50.110698,-1.698601,-1.364839,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,0.001473,-0.000993,0.032852,-0.049210,-27.505821,-50.110698,-1.720407,-1.389646,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,-0.000688,-0.000774,0.025695,-0.049625,-27.505821,-50.110698,-1.739622,-1.411561,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,-0.000771,-0.000497,0.037033,-0.050034,-27.505821,-50.110698,-1.756707,-1.431037,0.0400
-1.898706,-1.684084,-0.292310,-0.345691,0.002032,0.001393,0.031658,-0.050048,-27.505821,-50.110698,-1.775254,-1.452211,0.0400
