-0.034233,2.278449,0.000000,-27.505753
-0.033045,2.278449,0.000000,-27.505753
-0.045613,2.278449,0.000000,-27.505753
-0.023442,2.278449,0.000000,-27.505753
-0.032918,2.278449,0.000000,-27.505753
-0.038796,2.278449,0.000000,-27.505753
-0.041111,2.278449,0.000000,-27.505753
-0.028240,2.278449,0.000000,-27.505753
-0.039280,2.278449,0.000000,-27.505753
-0.048413,2.278449,0.000000,-27.505753
-0.026073,2.278449,0.000000,-27.505753
-0.040341,2.278449,0.000000,-27.505753
-0.027129,2.278449,0.000000,-27.505753
-0.035252,2.278449,0.000000,-27.505753
-0.042608,2.278449,0.000000,-27.505753
-0.027354,2.278449,0.000000,-27.505753
-0.035712,2.278449,0.000000,-27.505753
-0.025220,2.278449,0.000000,-27.505753
-0.040847,2.278449,0.000000,-27.505753
-0.040062,2.278449,0.000000,-27.505753
-0.035410,2.278449,0.000000,-27.505753
-0.044856,2.278449,0.000000,-27.505753
-0.019053,2.278449,0.000000,-27.505753
-0.036168,2.278449,0.000000,-27.505753
-0.039554,2.278449,0.000000,-27.505753
-0.040073,2.278449,0.000000,-27.505753
-0.026832,2.278449,0.000000,-27.505753
-0.035357,2.278449,0.000000,-27.505753
-0.038932,2.278449,0.000000,-27.505753
-0.032524,2.278449,0.000000,-27.505753
-0.033141,2.278449,0.000000,-27.505753
-0.029876,2.278449,0.000000,-27.505753
-0.035275,2.278449,0.000000,-27.505753
-0.040140,2.278449,0.000000,-27.505753
-0.031398,2.278449,0.000000,-27.505753
-0.033547,2.278449,0.000000,-27.505753
-0.043049,2.278449,0.000000,-27.505753
-0.032145,2.278449,0.000000,-27.505753
-0.031878,2.278449,0.000000,-27.505753
-0.018917,2.278449,0.000000,-27.505753
-0.017319,2.278449,0.000000,-27.505753
-0.030547,2.278449,0.000000,-27.505753
-0.038029,2.278449,0.000000,-27.505753
-0.034835,2.278449,0.000000,-27.505753
-0.030987,2.278449,0.000000,-27.505753
-0.027499,2.278449,0.000000,-27.505753
-0.032431,2.278449,0.000000,-27.505753
-0.031475,2.278449,0.000000,-27.505753
-0.028971,2.278449,0.000000,-27.505753
-0.029731,2.278449,0.000000,-27.505753
-0.038185,2.278449,0.000000,-27.505753
-0.040468,2.278449,0.000000,-27.505753
-0.032334,2.278449,0.000000,-27.505753
-0.026672,2.278449,0.000000,-27.505753
-0.034379,2.278449,0.000000,-27.505753
-0.038661,2.278449,0.000000,-27.505753
-0.039481,2.278449,0.000000,-27.505753
-0.031693,2.278449,0.000000,-27.505753
-0.037059,2.278449,0.000000,-27.505753
