0.379741,0.336817,0.084671,0.075100,-0.004889,0.002985,0.040914,-27.505784,-50.110646,-2.521212,0.395123
0.379741,0.336817,0.084671,0.075100,0.002520,0.001151,0.040950,-27.505784,-50.110646,-2.426461,0.396212
0.379741,0.336817,0.084671,0.075100,-0.001197,-0.001139,0.039939,-27.505784,-50.110646,-2.337419,0.397250
0.379741,0.336817,0.084671,0.075100,-0.000319,-0.002711,0.039528,-27.505784,-50.110646,-2.253161,0.398209
0.379741,0.336817,0.084671,0.075100,0.005339,-0.004319,0.039814,-27.505784,-50.110646,-2.154652,0.399380
0.379741,0.336817,0.084671,0.075100,0.005249,0.000582,0.040226,-27.505784,-50.110646,-2.098918,0.400067
0.379741,0.336817,0.084671,0.075100,0.001491,0.003701,0.041131,-27.505784,-50.110646,-2.010663,0.401168
0.379741,0.336817,0.084671,0.075100,-0.000489,-0.002112,0.042427,-27.505784,-50.110646,-1.943705,0.402024
0.379741,0.336817,0.084671,0.075100,0.003998,-0.000139,0.043878,-27.505784,-50.110646,-1.864762,0.403086
0.379741,0.336817,0.084671,0.075100,0.000887,-0.004587,0.043597,-27.505784,-50.110646,-1.819925,0.403715
0.379741,0.336817,0.084671,0.075100,-0.005096,0.001204,0.043921,-27.505784,-50.110646,-1.762093,0.404562
0.379741,0.336817,0.084671,0.075100,0.001592,0.001239,0.045328,-27.505784,-50.110646,-1.680665,0.405821
0.379741,0.336817,0.084671,0.075100,0.003296,-0.001935,0.046169,-27.505784,-50.110646,-1.629045,0.406683
0.379741,0.336817,0.084671,0.075100,-0.001047,0.004601,0.044628,-27.505784,-50.110646,-1.556017,0.407967
0.379741,0.336817,0.084671,0.075100,-0.005757,-0.002065,0.044781,-27.505784,-50.110646,-1.510012,0.408817
0.379741,0.336817,0.084671,0.075100,-0.000370,0.003459,0.045587,-27.505784,-50.110646,-1.443941,0.410157
0.379741,0.336817,0.084671,0.075100,-0.004342,-0.004035,0.047857,-27.505784,-50.110646,-1.392045,0.411269
0.379741,0.336817,0.084671,0.075100,0.004122,0.002861,0.048778,-27.505784,-50.110646,-1.352448,0.412150
0.379741,0.336817,0.084671,0.075100,-0.002518,0.003442,0.049221,-27.505784,-50.110646,-1.323531,0.412843
0.379741,0.336817,0.084671,0.075100,-0.001436,-0.002652,0.050481,-27.505784,-50.110646,-1.276964,0.414034
